date,ticker,daily_return
2021-04-14,ACB,0.0
2021-04-15,ACB,-0.02157164869029282
2021-04-16,ACB,-0.022047244094488105
2021-04-19,ACB,0.017713365539452575
2021-04-20,ACB,-0.002373417721519111
2021-04-22,ACB,-0.03330689928628072
2021-04-23,ACB,0.02789171452009853
2021-04-26,ACB,-0.0031923383878690315
2021-04-27,ACB,0.021617293835068052
2021-04-28,ACB,-0.006269592476489061
2021-04-29,ACB,0.025236593059936974
2021-05-04,ACB,-0.006153846153846176
2021-05-05,ACB,0.024767801857585203
2021-05-06,ACB,-0.013595166163141936
2021-05-07,ACB,0.011485451761102716
2021-05-10,ACB,0.028009084027251996
2021-05-11,ACB,-0.011045655375552355
2021-05-12,ACB,0.00967982129560685
2021-05-13,ACB,0.001474926253687281
2021-05-14,ACB,0.007363770250368162
2021-05-17,ACB,0.002192982456140413
2021-05-18,ACB,-0.008023340627279496
2021-05-19,ACB,0.00955882352941173
2021-05-20,ACB,0.021849963583393972
2021-05-21,ACB,0.0028510334996436626
2021-05-24,ACB,0.0
2021-05-25,ACB,0.013503909026296945
2021-05-26,ACB,0.01192145862552585
2021-05-27,ACB,-0.006930006930006893
2021-05-28,ACB,0.018841591067690233
2021-05-31,ACB,0.06369863013698618
2021-06-01,ACB,0.017385705086928605
2021-06-02,ACB,0.058860759493670756
2021-06-03,ACB,0.029288702928870203
2021-06-04,ACB,-0.012775842044134622
2021-06-07,ACB,-0.05117647058823538
2021-06-08,ACB,-0.06509609423434592
2021-06-09,ACB,0.05636604774535803
2021-06-10,ACB,0.0037664783427495685
2021-06-11,ACB,0.016260162601626105
2021-06-14,ACB,-0.016000000000000014
2021-06-15,ACB,0.03689806128830497
2021-06-16,ACB,-0.01869722557297937
2021-06-17,ACB,0.006146281499692874
2021-06-18,ACB,0.0024434941967013124
2021-06-21,ACB,-0.006703229737964667
2021-06-22,ACB,0.025766871165644023
2021-06-23,ACB,0.004186602870813516
2021-06-24,ACB,0.011316259678380014
2021-06-25,ACB,0.0041224970553592755
2021-06-28,ACB,0.009384164222873803
2021-06-29,ACB,-0.006972690296339401
2021-06-30,ACB,-0.02047981275599775
2021-07-01,ACB,0.007168458781362075
2021-07-02,ACB,0.004151838671411667
2021-07-05,ACB,0.051388068517424834
2021-07-06,ACB,-0.051685393258427026
2021-07-07,ACB,0.01540284360189581
2021-07-08,ACB,-0.009334889148191361
2021-07-09,ACB,-0.027679623085983485
2021-07-12,ACB,-0.06965475469412485
2021-07-13,ACB,0.004557291666666741
2021-07-14,ACB,-0.03499675955930004
2021-07-15,ACB,0.03156480859637334
2021-07-16,ACB,0.02604166666666674
2021-07-19,ACB,-0.043147208121827374
2021-07-20,ACB,0.054376657824933616
2021-07-21,ACB,-0.0031446540880503138
2021-07-22,ACB,0.00883280757097804
2021-07-23,ACB,-0.031894934333958735
2021-07-26,ACB,-0.009043927648578864
2021-07-27,ACB,0.01368970013037818
2021-07-28,ACB,0.0
2021-07-29,ACB,0.03022508038585192
2021-07-30,ACB,0.05805243445692887
2021-08-02,ACB,-0.01651917404129777
2021-08-03,ACB,0.007198560287942302
2021-08-04,ACB,-0.008338296605122086
2021-08-05,ACB,0.013813813813813747
2021-08-06,ACB,-0.012440758293838727
2021-08-09,ACB,0.02699460107978391
2021-08-10,ACB,0.0
2021-08-11,ACB,-0.014018691588785215
2021-08-12,ACB,-0.018957345971563955
2021-08-13,ACB,0.0012077294685990392
2021-08-16,ACB,0.00965018094089265
2021-08-17,ACB,-0.002389486260453988
2021-08-18,ACB,-0.001796407185628568
2021-08-19,ACB,-0.006598680263947387
2021-08-20,ACB,-0.048309178743961345
2021-08-23,ACB,-0.04758883248730961
2021-08-24,ACB,0.009327115256495766
2021-08-25,ACB,0.004620462046204699
2021-08-26,ACB,-0.015768725361366642
2021-08-27,ACB,-0.006008010680907838
2021-08-30,ACB,0.012760241773001946
2021-08-31,ACB,-0.004641909814323664
2021-09-01,ACB,0.0
2021-09-06,ACB,0.0013324450366423157
2021-09-07,ACB,0.0139720558882237
2021-09-08,ACB,-0.01049868766404205
2021-09-09,ACB,0.009283819628647327
2021-09-10,ACB,-0.0045992115637319975
2021-09-13,ACB,-0.012541254125412515
2021-09-14,ACB,-0.012700534759358395
2021-09-15,ACB,-0.009478672985781866
2021-09-16,ACB,0.0034176349965822084
2021-09-17,ACB,0.0095367847411445
2021-09-20,ACB,0.015519568151147078
2021-09-21,ACB,-0.009302325581395432
2021-09-22,ACB,-0.006036217303822977
2021-09-23,ACB,0.0
2021-09-24,ACB,0.012820512820512775
2021-09-27,ACB,-0.0159893404397069
2021-09-28,ACB,0.003385240352065111
2021-09-29,ACB,-0.00809716599190291
2021-09-30,ACB,0.006802721088435382
2021-10-01,ACB,-0.002027027027027062
2021-10-04,ACB,-0.015572105619499066
2021-10-05,ACB,0.015818431911966968
2021-10-06,ACB,-0.004739336492891044
2021-10-07,ACB,-0.004761904761904634
2021-10-08,ACB,0.008202323991797655
2021-10-11,ACB,0.03661016949152529
2021-10-12,ACB,0.0
2021-10-13,ACB,0.0
2021-10-14,ACB,-0.009156311314584609
2021-10-15,ACB,-0.0033003300330033403
2021-10-18,ACB,-0.00596026490066226
2021-10-19,ACB,0.009327115256495766
2021-10-20,ACB,0.0
2021-10-21,ACB,-0.017161716171617103
2021-10-22,ACB,-0.004701141705842904
2021-10-25,ACB,-0.010796221322537103
2021-10-26,ACB,-0.00545702592087316
2021-10-27,ACB,0.010288065843621519
2021-10-28,ACB,0.014256619144602745
2021-10-29,ACB,0.03614457831325302
2021-11-01,ACB,-0.009043927648578864
2021-11-02,ACB,0.01368970013037818
2021-11-03,ACB,0.021221864951768588
2021-11-04,ACB,-0.010705289672544027
2021-11-05,ACB,0.0
2021-11-08,ACB,-0.0031826861871420142
2021-11-09,ACB,0.0019157088122605526
2021-11-10,ACB,-0.0019120458891013214
2021-11-11,ACB,-0.011494252873563204
2021-11-12,ACB,0.010335917312661591
2021-11-15,ACB,0.0012787723785165905
2021-11-16,ACB,-0.007024265644955285
2021-11-17,ACB,0.004501607717041667
2021-11-18,ACB,-0.02432778489116516
2021-11-19,ACB,0.029527559055118058
2021-11-22,ACB,0.021032504780114758
2021-11-23,ACB,-0.006242197253433224
2021-11-24,ACB,0.041457286432160734
2021-11-25,ACB,-0.00603136308805774
2021-11-26,ACB,-0.015169902912621325
2021-11-29,ACB,-0.012939001848428888
2021-11-30,ACB,-0.024968789013732895
2021-12-01,ACB,0.005761843790012877
2021-12-02,ACB,-0.008911521323997529
2021-12-03,ACB,-0.019910083493898556
2021-12-06,ACB,-0.007208387942332806
2021-12-07,ACB,0.01980198019801982
2021-12-08,ACB,0.0045307443365696365
2021-12-09,ACB,0.006443298969072142
2021-12-10,ACB,0.00256081946222797
2021-12-13,ACB,0.0
2021-12-14,ACB,-0.0025542784163474774
2021-12-15,ACB,0.00256081946222797
2021-12-16,ACB,-0.011494252873563204
2021-12-17,ACB,0.005813953488372103
2021-12-20,ACB,-0.0032113037893385377
2021-12-21,ACB,-0.009020618556700999
2021-12-22,ACB,-0.002600780234070288
2021-12-23,ACB,-0.006518904823989535
2021-12-24,ACB,0.015748031496062964
2021-12-27,ACB,0.004521963824289488
2021-12-28,ACB,0.014790996784565857
2021-12-29,ACB,0.004435994930291454
2021-12-30,ACB,0.003154574132492094
2021-12-31,ACB,0.017610062893081757
2022-01-04,ACB,-0.0030902348578492056
2022-01-05,ACB,-0.020458772473651465
2022-01-06,ACB,0.0018987341772152
2022-01-07,ACB,-0.013265950726468745
2022-01-10,ACB,-0.008962868117797673
2022-01-11,ACB,-0.007751937984496138
2022-01-12,ACB,0.01041666666666674
2022-01-13,ACB,0.0077319587628865705
2022-01-14,ACB,-0.008951406649616356
2022-01-17,ACB,-0.00903225806451613
2022-01-18,ACB,0.0013020833333334814
2022-01-19,ACB,0.006501950585175553
2022-01-20,ACB,-0.0019379844961241455
2022-01-21,ACB,0.01553398058252431
2022-01-24,ACB,0.026768642447418722
2022-01-25,ACB,0.014276846679081245
2022-01-26,ACB,0.017135862913096656
2022-01-27,ACB,-0.015042117930204602
2022-01-28,ACB,-0.010384850335980578
2022-02-07,ACB,0.004320987654321096
2022-02-08,ACB,0.03073140749846348
2022-02-09,ACB,-0.004174120453190211
2022-02-10,ACB,-0.001796407185628568
2022-02-11,ACB,0.004199160167966287
2022-02-14,ACB,-0.04778972520907998
2022-02-15,ACB,0.01505646173149322
2022-02-16,ACB,-0.008652657601977753
2022-02-17,ACB,0.0031172069825435855
2022-02-18,ACB,-0.013051584835301333
2022-02-21,ACB,0.015743073047858935
2022-02-22,ACB,0.008679479231246123
2022-02-23,ACB,-0.0024585125998770607
2022-02-24,ACB,-0.004313000616142926
2022-02-25,ACB,-0.0030940594059406523
2022-02-28,ACB,-0.01303538175046548
2022-03-01,ACB,-0.0012578616352201255
2022-03-02,ACB,-0.02833753148614615
2022-03-03,ACB,0.016850291639662895
2022-03-04,ACB,0.02549394518801784
2022-03-07,ACB,-0.031075201988812973
2022-03-08,ACB,-0.019243104554201418
2022-03-09,ACB,0.0032701111837802888
2022-03-10,ACB,0.005867014341590648
2022-03-11,ACB,-0.005832793259883284
2022-03-14,ACB,0.0
2022-03-15,ACB,0.0026075619295959918
2022-03-16,ACB,0.0
2022-03-17,ACB,0.0
2022-03-18,ACB,0.0
2022-03-21,ACB,0.004551365409622754
2022-03-22,ACB,0.011003236245954673
2022-03-23,ACB,-0.003201024327784796
2022-03-24,ACB,-0.008991650610147728
2022-03-25,ACB,-0.005832793259883284
2022-03-28,ACB,-0.011082138200782299
2022-03-29,ACB,0.0
2022-03-30,ACB,0.007910349373764003
2022-03-31,ACB,0.01373446697187708
2022-04-01,ACB,0.010322580645161228
2022-04-04,ACB,0.0031928480204341803
2022-04-05,ACB,-0.014640356460852932
2022-04-06,ACB,0.005813953488372103
2022-04-07,ACB,0.012202954399486154
2022-04-08,ACB,0.0076142131979695105
2022-04-12,ACB,-0.011964735516372893
2022-04-13,ACB,0.005736137667303964
2022-04-14,ACB,0.004435994930291454
2022-04-15,ACB,-0.007570977917981003
2022-04-18,ACB,-0.022250476795931284
2022-04-19,ACB,-0.035110533159948054
2022-04-20,ACB,0.008086253369272267
2022-04-21,ACB,-0.012700534759358395
2022-04-22,ACB,0.025727826675693954
2022-04-25,ACB,-0.05610561056105612
2022-04-26,ACB,0.013286713286713159
2022-04-27,ACB,0.0
2022-04-28,ACB,0.003450655624568588
2022-04-29,ACB,0.05502063273727642
2022-05-04,ACB,-0.02933507170795302
2022-05-05,ACB,-0.001343183344526655
2022-05-06,ACB,-0.02219233355749828
2022-05-09,ACB,-0.013067400275103114
2022-05-10,ACB,0.006271777003484358
2022-05-11,ACB,0.026315789473684292
2022-05-12,ACB,-0.06612685560053988
2022-05-13,ACB,-0.06791907514450868
2022-05-16,ACB,0.0031007751937983663
2022-05-17,ACB,0.060278207109737414
2022-05-18,ACB,-0.010204081632653073
2022-05-19,ACB,-0.012518409425625876
2022-05-20,ACB,0.015659955257270708
2022-05-23,ACB,-0.0205580029368575
2022-05-24,ACB,0.012743628185907019
2022-05-25,ACB,0.041450777202072686
2022-05-26,ACB,0.011371712864250094
2022-05-27,ACB,0.047786366830639526
2022-05-30,ACB,0.0046948356807512415
2022-05-31,ACB,-0.012016021361815787
2022-06-01,ACB,-0.014864864864864935
2022-06-02,ACB,0.019204389574760006
2022-06-03,ACB,-0.0020188425302826163
2022-06-06,ACB,0.0
2022-06-07,ACB,-0.013486176668914274
2022-06-08,ACB,0.03007518796992481
2022-06-09,ACB,0.001990710019907027
2022-06-10,ACB,-0.021854304635761546
2022-06-13,ACB,-0.05145565335138791
2022-06-14,ACB,0.008565310492505418
2022-06-15,ACB,-0.020523708421797626
2022-06-16,ACB,0.02095375722543369
2022-06-17,ACB,-0.04175513092710559
2022-06-20,ACB,-0.008862629246676468
2022-06-21,ACB,0.0044709388971684305
2022-06-22,ACB,0.03264094955489605
2022-06-23,ACB,0.0
2022-06-24,ACB,0.0021551724137931494
2022-06-27,ACB,0.006451612903225712
2022-06-28,ACB,0.02279202279202286
2022-06-29,ACB,-0.011838440111420656
2022-06-30,ACB,-0.008456659619450302
2022-07-01,ACB,0.002132196162046851
2022-07-04,ACB,0.008510638297872353
2022-07-05,ACB,0.007735583684950642
2022-07-06,ACB,-0.00976971388695047
2022-07-07,ACB,-0.002114164904862492
2022-07-08,ACB,-0.006355932203389814
2022-07-11,ACB,-0.02061122956645356
2022-07-12,ACB,0.021044992743106006
2022-07-13,ACB,0.0
2022-07-14,ACB,0.002132196162046851
2022-07-15,ACB,-0.0021276595744680327
2022-07-18,ACB,-0.004264392324093813
2022-07-19,ACB,0.0
2022-07-20,ACB,0.016416845110635236
2022-07-21,ACB,0.014747191011235783
2022-07-22,ACB,-0.0117647058823529
2022-07-25,ACB,-0.012605042016806678
2022-07-26,ACB,0.0
2022-07-27,ACB,0.006382978723404209
2022-07-28,ACB,0.009866102889358741
2022-07-29,ACB,0.006280530355896818
2022-08-01,ACB,0.01664355062413314
2022-08-02,ACB,-0.004092769440654842
2022-08-03,ACB,0.00205479452054802
2022-08-04,ACB,0.002050580997949414
2022-08-05,ACB,-0.0061391541609822076
2022-08-08,ACB,-0.0041180507892930596
2022-08-09,ACB,0.008270158511371584
2022-08-10,ACB,-0.004101161995898828
2022-08-11,ACB,-0.0041180507892930596
2022-08-12,ACB,0.002067539627842896
2022-08-15,ACB,0.0061898211829436445
2022-08-16,ACB,-0.004101161995898828
2022-08-17,ACB,0.0041180507892930596
2022-08-18,ACB,0.007518796992481258
2022-08-19,ACB,-0.011533242876526462
2022-08-22,ACB,-0.00823610157858623
2022-08-23,ACB,0.006228373702422241
2022-08-24,ACB,0.0020632737276480295
2022-08-25,ACB,0.0061770761839397
2022-08-26,ACB,-0.008185538881309795
2022-08-29,ACB,-0.01031636863823926
2022-08-30,ACB,0.0
2022-08-31,ACB,0.004169562195969423
2022-09-05,ACB,-0.00622837370242213
2022-09-06,ACB,0.0062674094707519945
2022-09-07,ACB,-0.014532871972318229
2022-09-08,ACB,-0.011938202247190999
2022-09-09,ACB,0.0
2022-09-12,ACB,-0.010660980810234588
2022-09-13,ACB,0.0021551724137931494
2022-09-14,ACB,-0.012186379928315394
2022-09-15,ACB,0.002177068214804123
2022-09-16,ACB,-0.0173787110789283
2022-09-19,ACB,-0.012527634487840777
2022-09-20,ACB,0.0014925373134329067
2022-09-21,ACB,-0.01266766020864385
2022-09-22,ACB,0.00905660377358486
2022-09-23,ACB,-0.008975317875841382
2022-09-26,ACB,-0.01811320754716983
2022-09-27,ACB,0.009223674096848544
2022-09-28,ACB,-0.017517136329017524
2022-09-29,ACB,0.0
2022-09-30,ACB,0.008527131782945618
2022-10-03,ACB,-0.02690238278247503
2022-10-04,ACB,-0.027646129541864073
2022-10-05,ACB,-0.009748172217709294
2022-10-06,ACB,-0.03855619360131246
2022-10-07,ACB,-0.06740614334470996
2022-10-10,ACB,0.0027447392497714773
2022-10-11,ACB,-0.06386861313868619
2022-10-12,ACB,0.06822612085769997
2022-10-13,ACB,0.06751824817518237
2022-10-14,ACB,0.04444444444444451
2022-10-17,ACB,0.004909983633387682
2022-10-18,ACB,0.021172638436482094
2022-10-19,ACB,-0.013556618819776656
2022-10-20,ACB,0.012126111560226471
2022-10-21,ACB,-0.04472843450479225
2022-10-24,ACB,-0.04431438127090315
2022-10-25,ACB,0.046369203849518925
2022-10-26,ACB,0.012541806020066826
2022-10-27,ACB,0.06771263418662254
2022-10-28,ACB,0.010827532869296164
2022-10-31,ACB,0.004590665646518888
2022-11-01,ACB,0.0022848438690021844
2022-11-02,ACB,-0.028875379939209744
2022-11-03,ACB,-0.020344287949921713
2022-11-04,ACB,-0.056709265175718726
2022-11-07,ACB,0.025402201524131973
2022-11-08,ACB,0.03137902559867878
2022-11-09,ACB,-0.02642113690952763
2022-11-10,ACB,-0.03618421052631571
2022-11-11,ACB,0.04010238907849817
2022-11-14,ACB,-0.0237899917965545
2022-11-15,ACB,-0.05882352941176483
2022-11-16,ACB,0.06785714285714306
2022-11-17,ACB,0.03177257525083599
2022-11-18,ACB,0.004862236628849326
2022-11-21,ACB,-0.02580645161290329
2022-11-22,ACB,-0.012417218543046338
2022-11-23,ACB,0.015088013411567402
2022-11-24,ACB,0.01651527663088359
2022-11-25,ACB,0.023558082859463703
2022-11-28,ACB,0.0349206349206348
2022-11-29,ACB,-0.004601226993864893
2022-11-30,ACB,-0.0015408320493065508
2022-12-01,ACB,0.017746913580246826
2022-12-02,ACB,0.04473085670962851
2022-12-05,ACB,0.004354136429608246
2022-12-06,ACB,-0.05563583815028894
2022-12-07,ACB,0.0
2022-12-08,ACB,0.016067329762815552
2022-12-09,ACB,0.01731927710843384
2022-12-12,ACB,-0.023686158401184376
2022-12-13,ACB,0.02426080363912053
2022-12-14,ACB,0.004441154700222105
2022-12-15,ACB,0.002210759027265974
2022-12-16,ACB,-0.008823529411764675
2022-12-19,ACB,-0.010385756676557945
2022-12-20,ACB,-0.008995502248875464
2022-12-21,ACB,0.01134644478063529
2022-12-22,ACB,0.0037397157816005944
2022-12-23,ACB,0.0
2022-12-26,ACB,-0.03427719821162434
2022-12-27,ACB,0.0
2022-12-28,ACB,-0.00462962962962965
2022-12-29,ACB,0.0
2022-12-30,ACB,-0.0046511627906976605
2023-01-03,ACB,0.03660436137071654
2023-01-04,ACB,-0.002253944402704766
2023-01-05,ACB,0.009036144578313365
2023-01-06,ACB,0.012686567164179152
2023-01-09,ACB,-0.002210759027266085
2023-01-10,ACB,0.015509601181683985
2023-01-11,ACB,0.03200000000000003
2023-01-12,ACB,0.011980267794221344
2023-01-13,ACB,-0.01392757660167121
2023-01-16,ACB,0.035310734463276816
2023-01-17,ACB,0.011596180081855367
2023-01-18,ACB,0.008091706001348564
2023-01-19,ACB,0.019397993311036865
2023-01-27,ACB,0.013779527559055094
2023-01-30,ACB,-0.03624595469255654
2023-01-31,ACB,0.02552048354600389
2023-02-01,ACB,-0.03274394237066147
2023-02-02,ACB,-0.007447528774542911
2023-02-03,ACB,-0.02046384720327421
2023-02-06,ACB,0.01671309192200554
2023-02-07,ACB,-0.012328767123287676
2023-02-08,ACB,0.0020804438280166426
2023-02-09,ACB,-0.00622837370242213
2023-02-10,ACB,-0.011838440111420656
2023-02-13,ACB,-0.012684989429175508
2023-02-14,ACB,-0.0021413276231262435
2023-02-15,ACB,0.029327610872675214
2023-02-16,ACB,0.010423905489923557
2023-02-17,ACB,0.0
2023-02-20,ACB,0.03988995873452539
2023-02-21,ACB,-0.011243386243386277
2023-02-22,ACB,-0.025418060200668835
2023-02-23,ACB,0.021962937542896466
2023-02-24,ACB,-0.03156480859637345
2023-02-27,ACB,-0.01386962552011095
2023-02-28,ACB,0.005625879043600568
2023-03-01,ACB,0.03076923076923066
2023-03-02,ACB,-0.004070556309362261
2023-03-03,ACB,-0.021798365122615793
2023-03-06,ACB,-0.00835654596100277
2023-03-07,ACB,0.008426966292134797
2023-03-08,ACB,0.020891364902507092
2023-03-09,ACB,0.013642564802182733
2023-03-10,ACB,-0.01749663526244949
2023-03-13,ACB,-0.016438356164383605
2023-03-14,ACB,-0.01810584958217265
2023-03-15,ACB,0.031205673758865293
2023-03-16,ACB,-0.016506189821182793
2023-03-17,ACB,-0.0013986013986014845
2023-03-20,ACB,-0.014705882352941124
2023-03-21,ACB,0.008528784648187626
2023-03-22,ACB,-0.002114164904862492
2023-03-23,ACB,0.01412429378531077
2023-03-24,ACB,0.002089136490250665
2023-03-27,ACB,-0.004169562195969423
2023-03-28,ACB,0.0
2023-03-29,ACB,-0.002093510118632236
2023-03-30,ACB,0.00839160839160824
2023-03-31,ACB,0.01664355062413314
2023-04-03,ACB,0.009549795361528002
2023-04-04,ACB,-0.004054054054054124
2023-04-05,ACB,0.006105834464043447
2023-04-06,ACB,-0.015509103169251581
2023-04-07,ACB,0.005479452054794498
2023-04-10,ACB,-0.0013623978201634523
2023-04-11,ACB,-0.0020463847203273655
2023-04-12,ACB,-0.004101161995898828
2023-04-13,ACB,0.0041180507892930596
2023-04-14,ACB,0.0
2023-04-17,ACB,0.002050580997949414
2023-04-18,ACB,-0.01023192360163716
2023-04-19,ACB,-0.01447277739490005
2023-04-20,ACB,-0.005594405594405605
2023-04-21,ACB,0.0
2023-04-24,ACB,-0.0021097046413502962
2023-04-25,ACB,-0.002114164904862492
2023-04-26,ACB,0.0
2023-04-27,ACB,0.0
2023-04-28,ACB,0.0021186440677964935
2023-05-04,ACB,0.020436927413671757
2023-05-05,ACB,-0.002071823204420009
2023-05-08,ACB,0.012456747404844482
2023-05-09,ACB,-0.002050580997949525
2023-05-10,ACB,0.0
2023-05-11,ACB,0.0
2023-05-12,ACB,0.004109589041095818
2023-05-15,ACB,0.0
2023-05-16,ACB,0.0
2023-05-17,ACB,-0.004092769440654842
2023-05-18,ACB,0.004109589041095818
