date,portfolio,cumulative_return
2024-12-19,Equal Weight,1.3145652359842437
2024-12-20,Equal Weight,1.3156960857781073
2024-12-23,Equal Weight,1.3255431908147908
2024-12-24,Equal Weight,1.3232139332805835
2024-12-25,Equal Weight,1.3571798967378248
2024-12-26,Equal Weight,1.3591460602893424
2024-12-27,Equal Weight,1.371538078380011
2024-12-30,Equal Weight,1.369430739011814
2024-12-31,Equal Weight,1.3563386281513616
2025-01-02,Equal Weight,1.3602404049845132
2025-01-03,Equal Weight,1.3270227026385633
2025-01-06,Equal Weight,1.311050428883989
2025-01-07,Equal Weight,1.3143943458051495
2025-01-08,Equal Weight,1.3202317494293592
2025-01-09,Equal Weight,1.3097784097414582
2025-01-10,Equal Weight,1.2795301664660923
2025-01-13,Equal Weight,1.2881592104230601
2025-01-14,Equal Weight,1.2791026254312605
2025-01-15,Equal Weight,1.2936951782766855
2025-01-16,Equal Weight,1.3019184018846195
2025-01-17,Equal Weight,1.315324326015146
2025-01-20,Equal Weight,1.3213692873289657
2025-01-21,Equal Weight,1.3154190589306487
2025-01-22,Equal Weight,1.3038558272283303
2025-01-23,Equal Weight,1.3397241438264524
2025-01-24,Equal Weight,1.3535913501544345
2025-02-03,Equal Weight,1.3263599173910605
2025-02-04,Equal Weight,1.3468499283029414
2025-02-05,Equal Weight,1.3551165184953295
2025-02-06,Equal Weight,1.3574724350945981
2025-02-07,Equal Weight,1.3655437909668886
2025-02-10,Equal Weight,1.3545321378065491
2025-02-11,Equal Weight,1.3603421729300091
2025-02-12,Equal Weight,1.35936816733371
2025-02-13,Equal Weight,1.3663246967079536
2025-02-14,Equal Weight,1.3726503260453407
2025-02-17,Equal Weight,1.36153051710038
2025-02-18,Equal Weight,1.3756575813081007
2025-02-19,Equal Weight,1.393709686998331
2025-02-20,Equal Weight,1.4054697695055656
2025-02-21,Equal Weight,1.4162996858305013
2025-02-24,Equal Weight,1.4343468384278637
2025-02-25,Equal Weight,1.4303345480689238
2025-02-26,Equal Weight,1.430417613541496
2025-02-27,Equal Weight,1.4325628202498666
2025-02-28,Equal Weight,1.4254964116565487
2025-03-03,Equal Weight,1.435500810931853
2025-03-04,Equal Weight,1.4440363213934981
2025-03-05,Equal Weight,1.434218564209194
2025-03-06,Equal Weight,1.4583695019454197
2025-03-07,Equal Weight,1.471979369276696
2025-03-10,Equal Weight,1.4819442142273278
2025-03-11,Equal Weight,1.4832648440218708
2025-03-12,Equal Weight,1.481932229977624
2025-03-13,Equal Weight,1.4747675592774554
2025-03-14,Equal Weight,1.4819327108525502
2025-03-17,Equal Weight,1.4977426651890813
2025-03-18,Equal Weight,1.488885353516877
2025-03-19,Equal Weight,1.476569427609972
2025-03-20,Equal Weight,1.4700107678692111
2025-03-21,Equal Weight,1.46449653831611
2025-03-24,Equal Weight,1.480613701401372
2025-03-25,Equal Weight,1.485989514660885
2025-03-26,Equal Weight,1.4760543716574381
2025-03-27,Equal Weight,1.473834635016917
2025-03-28,Equal Weight,1.4616219085662658
2025-03-31,Equal Weight,1.4378451978707671
2025-04-01,Equal Weight,1.4599901802457844
2025-04-02,Equal Weight,1.4592502912105227
2025-04-03,Equal Weight,1.2894217363734
2025-04-04,Equal Weight,1.254586613714602
2025-04-08,Equal Weight,1.1075943308051657
2025-04-09,Equal Weight,1.0386817338414849
2025-04-10,Equal Weight,1.179162069336328
2025-04-11,Equal Weight,1.2819067332930905
2025-04-14,Equal Weight,1.3130981965665973
2025-04-15,Equal Weight,1.275373236188313
2025-04-16,Equal Weight,1.2471849645562911
2025-04-17,Equal Weight,1.262830129730641
2025-04-18,Equal Weight,1.2719647776250897
2025-04-21,Equal Weight,1.2557619412401255
2025-04-22,Equal Weight,1.239361757664653
2025-04-23,Equal Weight,1.2726823305865564
2025-04-24,Equal Weight,1.2956723529979346
2025-04-25,Equal Weight,1.3095212592882448
2025-04-28,Equal Weight,1.3059071592307414
2025-04-29,Equal Weight,1.299060737045226
2025-05-05,Equal Weight,1.3213083236741654
2025-05-06,Equal Weight,1.321231616413681
2025-05-07,Equal Weight,1.3302181987714454
2025-05-08,Equal Weight,1.3749164353352836
2025-05-09,Equal Weight,1.3732841130512563
2025-05-12,Equal Weight,1.412672302586674
2025-05-13,Equal Weight,1.4311728471397869
2025-05-14,Equal Weight,1.4577075200288214
2025-05-15,Equal Weight,1.4683141408131837
2025-05-16,Equal Weight,1.4399782265992402
2025-05-19,Equal Weight,1.4263400536184152
2025-05-20,Equal Weight,1.459080818574476
2025-05-21,Equal Weight,1.473541029138691
2025-05-22,Equal Weight,1.45334028482998
2025-05-23,Equal Weight,1.456846758282349
2025-05-26,Equal Weight,1.486593152529621
2025-05-27,Equal Weight,1.4969386181877735
2025-05-28,Equal Weight,1.5024370681959538
2025-05-29,Equal Weight,1.49794010364307
2025-05-30,Equal Weight,1.4750931400733909
2025-06-02,Equal Weight,1.481528047667224
2025-06-03,Equal Weight,1.506365954978151
2025-06-04,Equal Weight,1.502279423719728
2025-06-05,Equal Weight,1.494266657066483
2025-06-06,Equal Weight,1.4736027283504876
2025-06-09,Equal Weight,1.4470992709765573
2025-06-10,Equal Weight,1.4586541900082728
2025-06-11,Equal Weight,1.4561116063264694
2025-06-12,Equal Weight,1.4771286537495167
2025-06-13,Equal Weight,1.4684635740319498
2025-06-16,Equal Weight,1.5125388008014578
2025-06-17,Equal Weight,1.5261244491954176
2025-06-18,Equal Weight,1.5260762968513086
2025-06-19,Equal Weight,1.537215925771839
2025-06-20,Equal Weight,1.5313288474339593
2025-06-23,Equal Weight,1.5463443383520428
2025-06-24,Equal Weight,1.5606599389516829
2025-06-25,Equal Weight,1.5614482973857071
2025-06-26,Equal Weight,1.559677212703508
2025-06-27,Equal Weight,1.574428112162443
2025-06-30,Equal Weight,1.5810051981720887
2025-07-01,Equal Weight,1.5844657619180724
2025-07-02,Equal Weight,1.6006762050475882
2025-07-03,Equal Weight,1.5931412440859463
2025-07-04,Equal Weight,1.60636584723767
2025-07-07,Equal Weight,1.6438416871453376
2025-07-08,Equal Weight,1.6743455458106835
2025-07-09,Equal Weight,1.7095937335849576
2025-07-10,Equal Weight,1.7393014736398813
2025-07-11,Equal Weight,1.7590500962241262
2025-07-14,Equal Weight,1.7718159982419497
2025-07-15,Equal Weight,1.752550232321838
2025-07-16,Equal Weight,1.774405051584346
2025-07-17,Equal Weight,1.7911201351275023
2025-07-18,Equal Weight,1.8081592562918436
2025-07-21,Equal Weight,1.7984278278976467
2025-07-22,Equal Weight,1.8382456410138257
2025-07-23,Equal Weight,1.8536486243733248
2025-07-24,Equal Weight,1.8833275000149117
2025-07-25,Equal Weight,1.898761418621358
2025-07-28,Equal Weight,1.9465259949567302
2025-07-29,Equal Weight,1.813056054821855
2025-07-30,Equal Weight,1.8505300123767263
2025-07-31,Equal Weight,1.848281618683079
2025-08-01,Equal Weight,1.8369368055301991
2020-08-04,Top 5 Sharpe,0.013044801547346552
2020-08-05,Top 5 Sharpe,0.02272667971482445
2020-08-06,Top 5 Sharpe,0.02501471530388799
2020-08-07,Top 5 Sharpe,0.025323659875534643
2020-08-10,Top 5 Sharpe,0.03925387283689541
2020-08-11,Top 5 Sharpe,0.050680288897696046
2020-08-12,Top 5 Sharpe,0.06382488276661058
2020-08-13,Top 5 Sharpe,0.0675118282313587
2020-08-14,Top 5 Sharpe,0.069492907235704
2020-08-17,Top 5 Sharpe,0.07425310558272846
2020-08-18,Top 5 Sharpe,0.076293988163042
2020-08-19,Top 5 Sharpe,0.0774651487241882
2020-08-20,Top 5 Sharpe,0.07382136188707156
2020-08-21,Top 5 Sharpe,0.086744186341986
2020-08-24,Top 5 Sharpe,0.11248866224795395
2020-08-25,Top 5 Sharpe,0.12183804583915059
2020-08-26,Top 5 Sharpe,0.11971378944906341
2020-08-27,Top 5 Sharpe,0.13226278287006954
2020-08-28,Top 5 Sharpe,0.13288892548672782
2020-08-31,Top 5 Sharpe,0.1267201304449388
2020-09-01,Top 5 Sharpe,0.1328798367065238
2020-09-03,Top 5 Sharpe,0.15741380499840107
2020-09-04,Top 5 Sharpe,0.1485933039272742
2020-09-07,Top 5 Sharpe,0.12527436023063965
2020-09-08,Top 5 Sharpe,0.13615279235331124
2020-09-09,Top 5 Sharpe,0.13063099748417817
2020-09-10,Top 5 Sharpe,0.13302508112174172
2020-09-11,Top 5 Sharpe,0.14479216782887416
2020-09-14,Top 5 Sharpe,0.16860165043230402
2020-09-15,Top 5 Sharpe,0.17434537295874852
2020-09-16,Top 5 Sharpe,0.1785193657144697
2020-09-17,Top 5 Sharpe,0.17852665798340395
2020-09-18,Top 5 Sharpe,0.21598490055444497
2020-09-21,Top 5 Sharpe,0.23795970988590387
2020-09-22,Top 5 Sharpe,0.23955667648056322
2020-09-23,Top 5 Sharpe,0.24657208779901518
2020-09-24,Top 5 Sharpe,0.24667190482732226
2020-09-25,Top 5 Sharpe,0.2656325709739791
2020-09-28,Top 5 Sharpe,0.29396893469233265
2020-09-29,Top 5 Sharpe,0.28213531263921277
2020-09-30,Top 5 Sharpe,0.2853659138966318
2020-10-01,Top 5 Sharpe,0.3218239049631604
2020-10-02,Top 5 Sharpe,0.32182186186748085
2020-10-05,Top 5 Sharpe,0.33990159367913275
2020-10-06,Top 5 Sharpe,0.36761315264422967
2020-10-07,Top 5 Sharpe,0.3567956920741835
2020-10-08,Top 5 Sharpe,0.3506768911586826
2020-10-09,Top 5 Sharpe,0.35491758985868627
2020-10-12,Top 5 Sharpe,0.34894741551815867
2020-10-13,Top 5 Sharpe,0.3385944356947723
2020-10-14,Top 5 Sharpe,0.34736976833380817
2020-10-15,Top 5 Sharpe,0.3689657218667528
2020-10-16,Top 5 Sharpe,0.3976031809382823
2020-10-19,Top 5 Sharpe,0.40853709026421225
2020-10-20,Top 5 Sharpe,0.4151823042688543
2020-10-21,Top 5 Sharpe,0.41000562512696526
2020-10-22,Top 5 Sharpe,0.41736808799331326
2020-10-23,Top 5 Sharpe,0.4244768098892555
2020-10-26,Top 5 Sharpe,0.4039318678252277
2020-10-27,Top 5 Sharpe,0.38419859429702896
2020-10-28,Top 5 Sharpe,0.35247890073004395
2020-10-29,Top 5 Sharpe,0.3661024209992576
2020-10-30,Top 5 Sharpe,0.37625015738844914
2020-11-02,Top 5 Sharpe,0.3826388904082647
2020-11-03,Top 5 Sharpe,0.3918514851417667
2020-11-04,Top 5 Sharpe,0.4057431510027194
2020-11-05,Top 5 Sharpe,0.3981211533850013
2020-11-06,Top 5 Sharpe,0.3947685900469431
2020-11-09,Top 5 Sharpe,0.40399824193166767
2020-11-10,Top 5 Sharpe,0.3905306999983016
2020-11-11,Top 5 Sharpe,0.391836856185628
2020-11-12,Top 5 Sharpe,0.39979932645556815
2020-11-13,Top 5 Sharpe,0.4238928063912122
2020-11-16,Top 5 Sharpe,0.4027838221514384
2020-11-17,Top 5 Sharpe,0.4216188673328185
2020-11-18,Top 5 Sharpe,0.42323170841398294
2020-11-19,Top 5 Sharpe,0.43301555007939685
2020-11-20,Top 5 Sharpe,0.4398254758176805
2020-11-23,Top 5 Sharpe,0.43621972623280625
2020-11-24,Top 5 Sharpe,0.4347990146347218
2020-11-25,Top 5 Sharpe,0.4379690937659271
2020-11-26,Top 5 Sharpe,0.4413145692675302
2020-11-27,Top 5 Sharpe,0.4707905370535388
2020-11-30,Top 5 Sharpe,0.4799711860467115
2020-12-01,Top 5 Sharpe,0.5139413898069156
2020-12-02,Top 5 Sharpe,0.5438889631449078
2020-12-03,Top 5 Sharpe,0.5510669613127568
2020-12-04,Top 5 Sharpe,0.5467034623213194
2020-12-07,Top 5 Sharpe,0.5447727837060212
2020-12-08,Top 5 Sharpe,0.5628039691608793
2020-12-09,Top 5 Sharpe,0.5784420549856171
2020-12-10,Top 5 Sharpe,0.5534468705212248
2020-12-11,Top 5 Sharpe,0.5691177366459117
2020-12-14,Top 5 Sharpe,0.5750479620130198
2020-12-15,Top 5 Sharpe,0.5637053210838934
2020-12-16,Top 5 Sharpe,0.5924549624221225
2020-12-17,Top 5 Sharpe,0.5934759837495909
2020-12-18,Top 5 Sharpe,0.6297571521985639
2020-12-21,Top 5 Sharpe,0.6656579849920852
2020-12-22,Top 5 Sharpe,0.676326721764444
2020-12-23,Top 5 Sharpe,0.6452801300513498
2020-12-24,Top 5 Sharpe,0.6153953931609826
2020-12-25,Top 5 Sharpe,0.6438047697461753
2020-12-28,Top 5 Sharpe,0.6424183461497919
2020-12-29,Top 5 Sharpe,0.642018631626492
2020-12-30,Top 5 Sharpe,0.6391781817193098
2020-12-31,Top 5 Sharpe,0.6435206434266976
2021-01-04,Top 5 Sharpe,0.680751048062453
2021-01-05,Top 5 Sharpe,0.7670578179277798
2021-01-06,Top 5 Sharpe,0.7939226468633387
2021-01-07,Top 5 Sharpe,0.813175805330701
2021-01-08,Top 5 Sharpe,0.8323083640727738
2021-01-11,Top 5 Sharpe,0.8272892638681648
2021-01-12,Top 5 Sharpe,0.8235463549610325
2021-01-13,Top 5 Sharpe,0.8351550035425093
2021-01-14,Top 5 Sharpe,0.8578050912091351
2021-01-15,Top 5 Sharpe,0.8978064991221071
2021-01-18,Top 5 Sharpe,0.8713125193601061
2021-01-19,Top 5 Sharpe,0.74603426488695
2021-01-20,Top 5 Sharpe,0.7552899151989723
2021-01-21,Top 5 Sharpe,0.8147909870887078
2021-01-22,Top 5 Sharpe,0.8276793625018799
2021-01-25,Top 5 Sharpe,0.8151601731453426
2021-01-26,Top 5 Sharpe,0.7759837184058305
2021-01-27,Top 5 Sharpe,0.7152504916966098
2021-01-28,Top 5 Sharpe,0.5975693411434491
2021-01-29,Top 5 Sharpe,0.6503657886399039
2021-02-01,Top 5 Sharpe,0.6105878753836427
2021-02-02,Top 5 Sharpe,0.6770882877255138
2021-02-03,Top 5 Sharpe,0.7655607205781054
2021-02-04,Top 5 Sharpe,0.7704352624724393
2021-02-05,Top 5 Sharpe,0.8249452951605272
2021-02-08,Top 5 Sharpe,0.7924101575348284
2021-02-09,Top 5 Sharpe,0.8572587973897048
2021-02-17,Top 5 Sharpe,0.9319044423076961
2021-02-18,Top 5 Sharpe,0.9324516871495021
2021-02-19,Top 5 Sharpe,0.9376396459333012
2021-02-22,Top 5 Sharpe,0.9410986609177954
2021-02-23,Top 5 Sharpe,0.9395415583563094
2021-02-24,Top 5 Sharpe,0.9203103667879211
2021-02-25,Top 5 Sharpe,0.9479939099470454
2021-02-26,Top 5 Sharpe,0.9623584913252388
2021-03-01,Top 5 Sharpe,1.045400515143009
2021-03-02,Top 5 Sharpe,1.0777266653633255
2021-03-03,Top 5 Sharpe,1.0713977212221866
2021-03-04,Top 5 Sharpe,1.014503929842404
2021-03-05,Top 5 Sharpe,1.030584755784901
2021-03-08,Top 5 Sharpe,1.0334304400498238
2021-03-09,Top 5 Sharpe,1.0233819929967058
2021-03-10,Top 5 Sharpe,1.0485698743372307
2021-03-11,Top 5 Sharpe,1.0645116011186628
2021-03-12,Top 5 Sharpe,1.0809738683178418
2021-03-15,Top 5 Sharpe,1.0886625731174324
2021-03-16,Top 5 Sharpe,1.1054399529983918
2021-03-17,Top 5 Sharpe,1.1475616431971
2021-03-18,Top 5 Sharpe,1.1501999508043337
2021-03-19,Top 5 Sharpe,1.137871646513061
2021-03-22,Top 5 Sharpe,1.115905237089561
2021-03-23,Top 5 Sharpe,1.097715261976035
2021-03-24,Top 5 Sharpe,1.0480436346286308
2021-03-25,Top 5 Sharpe,1.0390959084990845
2021-03-26,Top 5 Sharpe,1.0338498058693775
2021-03-29,Top 5 Sharpe,1.0803106260159527
2021-03-30,Top 5 Sharpe,1.127327841500367
2021-03-31,Top 5 Sharpe,1.1518195535231923
2021-04-01,Top 5 Sharpe,1.1998644170926576
2021-04-02,Top 5 Sharpe,1.2265182395009977
2021-04-05,Top 5 Sharpe,1.2673824189640897
2021-04-06,Top 5 Sharpe,1.2777183467657958
2021-04-07,Top 5 Sharpe,1.2848523381467918
2021-04-08,Top 5 Sharpe,1.2641113840491447
2021-04-09,Top 5 Sharpe,1.2925577691026975
2021-04-12,Top 5 Sharpe,1.3337383327143058
2021-04-13,Top 5 Sharpe,1.2933360861481034
2021-04-14,Top 5 Sharpe,1.3052123086309222
2021-04-15,Top 5 Sharpe,1.2801980496624275
2021-04-16,Top 5 Sharpe,1.2623399239425548
2021-04-19,Top 5 Sharpe,1.3084915662626342
2021-04-20,Top 5 Sharpe,1.3429050070781257
2021-04-22,Top 5 Sharpe,1.2597507258697713
2021-04-23,Top 5 Sharpe,1.335346021771267
2021-04-26,Top 5 Sharpe,1.3248136618044315
2021-04-27,Top 5 Sharpe,1.3210914308735808
2021-04-28,Top 5 Sharpe,1.3432405347184062
2021-04-29,Top 5 Sharpe,1.3831774953970388
2021-05-04,Top 5 Sharpe,1.4066438851686156
2021-05-05,Top 5 Sharpe,1.4381615488380546
2021-05-06,Top 5 Sharpe,1.450633513656201
2021-05-07,Top 5 Sharpe,1.493683084179529
2021-05-10,Top 5 Sharpe,1.5561479928687025
2021-05-11,Top 5 Sharpe,1.5478074866805343
2021-05-12,Top 5 Sharpe,1.5758291093422225
2021-05-13,Top 5 Sharpe,1.5780276017726318
2021-05-14,Top 5 Sharpe,1.6183783142845671
2021-05-17,Top 5 Sharpe,1.598224582622061
2021-05-18,Top 5 Sharpe,1.5870513889546118
2021-05-19,Top 5 Sharpe,1.6722081484481155
2021-05-20,Top 5 Sharpe,1.7193693585833736
2021-05-21,Top 5 Sharpe,1.7056051389969942
2021-05-24,Top 5 Sharpe,1.698714007236029
2021-05-25,Top 5 Sharpe,1.7408217658836622
2021-05-26,Top 5 Sharpe,1.8330026802148924
2021-05-27,Top 5 Sharpe,1.8202096923674271
2021-05-28,Top 5 Sharpe,1.9027806854291214
2021-05-31,Top 5 Sharpe,2.0215138607172505
2021-06-01,Top 5 Sharpe,2.0720601819436384
2021-06-02,Top 5 Sharpe,2.1086999837612668
2021-06-03,Top 5 Sharpe,2.242550425031357
2021-06-04,Top 5 Sharpe,2.229977783853143
2021-06-07,Top 5 Sharpe,2.1176885493404294
2021-06-08,Top 5 Sharpe,1.9600341363492477
2021-06-09,Top 5 Sharpe,2.077965975642726
2021-06-10,Top 5 Sharpe,2.0477974746582124
2021-06-11,Top 5 Sharpe,2.1268369735435764
2021-06-14,Top 5 Sharpe,2.099416616773139
2021-06-15,Top 5 Sharpe,2.0602726492512895
2021-06-16,Top 5 Sharpe,2.000724683838148
2021-06-17,Top 5 Sharpe,2.04683702336007
2021-06-18,Top 5 Sharpe,2.084366785288585
2021-06-21,Top 5 Sharpe,2.0715099184491472
2021-06-22,Top 5 Sharpe,2.11862577913862
2021-06-23,Top 5 Sharpe,2.0974691407628328
2021-06-24,Top 5 Sharpe,2.105268456964231
2021-06-25,Top 5 Sharpe,2.1197003926157447
2021-06-28,Top 5 Sharpe,2.1746730975082196
2021-06-29,Top 5 Sharpe,2.208148024069351
2021-06-30,Top 5 Sharpe,2.176121924199333
2021-07-01,Top 5 Sharpe,2.195175854569772
2021-07-02,Top 5 Sharpe,2.241413577916859
2021-07-05,Top 5 Sharpe,2.2527384060952924
2021-07-06,Top 5 Sharpe,2.0844411819523168
2021-07-07,Top 5 Sharpe,2.2010662647401973
2021-07-08,Top 5 Sharpe,2.2056348543072337
2021-07-09,Top 5 Sharpe,2.1751221056218144
2021-07-12,Top 5 Sharpe,2.0446214915985963
2021-07-13,Top 5 Sharpe,2.024433084274358
2021-07-14,Top 5 Sharpe,1.9192069493568735
2021-07-15,Top 5 Sharpe,1.9589368955566853
2021-07-16,Top 5 Sharpe,1.9631724945038025
2021-07-19,Top 5 Sharpe,1.7991955695110806
2021-07-20,Top 5 Sharpe,1.8597072796995495
2021-07-21,Top 5 Sharpe,1.8412389896519996
2021-07-22,Top 5 Sharpe,1.8810688116473062
2021-07-23,Top 5 Sharpe,1.8569586104962315
2021-07-26,Top 5 Sharpe,1.8278197269421956
2021-07-27,Top 5 Sharpe,1.8589663672714631
2021-07-28,Top 5 Sharpe,1.8731311119407756
2021-07-29,Top 5 Sharpe,1.9228759254982681
2021-07-30,Top 5 Sharpe,1.993492764419576
2021-08-02,Top 5 Sharpe,2.0010393084947116
2021-08-03,Top 5 Sharpe,2.0245121263764454
2021-08-04,Top 5 Sharpe,2.0327379674554615
2021-08-05,Top 5 Sharpe,2.0827774075823733
2021-08-06,Top 5 Sharpe,2.054476877551981
2021-08-09,Top 5 Sharpe,2.0784622959987615
2021-08-10,Top 5 Sharpe,2.0712140488180673
2021-08-11,Top 5 Sharpe,2.048334208184936
2021-08-12,Top 5 Sharpe,2.0028260898766628
2021-08-13,Top 5 Sharpe,2.0100476856094445
2021-08-16,Top 5 Sharpe,2.07952982396226
2021-08-17,Top 5 Sharpe,2.1001114983903326
2021-08-18,Top 5 Sharpe,2.082004983836886
2021-08-19,Top 5 Sharpe,2.0740032889851485
2021-08-20,Top 5 Sharpe,1.9499312810438822
2021-08-23,Top 5 Sharpe,1.821540580146312
2021-08-24,Top 5 Sharpe,1.8370985099640125
2021-08-25,Top 5 Sharpe,1.8627474936701272
2021-08-26,Top 5 Sharpe,1.8218414315492746
2021-08-27,Top 5 Sharpe,1.7883289127792414
2021-08-30,Top 5 Sharpe,1.846985836000472
2021-08-31,Top 5 Sharpe,1.8130241650054564
2021-09-01,Top 5 Sharpe,1.795782931498184
2021-09-06,Top 5 Sharpe,1.8331177916605155
2021-09-07,Top 5 Sharpe,1.8552569973083397
2021-09-08,Top 5 Sharpe,1.8537699397153
2021-09-09,Top 5 Sharpe,1.8501265038702792
2021-09-10,Top 5 Sharpe,1.8271017338802
2021-09-13,Top 5 Sharpe,1.784632752252696
2021-09-14,Top 5 Sharpe,1.753330481925711
2021-09-15,Top 5 Sharpe,1.7482720766730386
2021-09-16,Top 5 Sharpe,1.7676872519036744
2021-09-17,Top 5 Sharpe,1.8014988173712654
2021-09-20,Top 5 Sharpe,1.873130644737933
2021-09-21,Top 5 Sharpe,1.8595475869568308
2021-09-22,Top 5 Sharpe,1.8391010888522628
2021-09-23,Top 5 Sharpe,1.8153650812390847
2021-09-24,Top 5 Sharpe,1.8429412829426104
2021-09-27,Top 5 Sharpe,1.785824689146903
2021-09-28,Top 5 Sharpe,1.7916846305601979
2021-09-29,Top 5 Sharpe,1.7695039335134513
2021-09-30,Top 5 Sharpe,1.7587717123337208
2021-10-01,Top 5 Sharpe,1.7026163969457002
2021-10-04,Top 5 Sharpe,1.6632862836140974
2021-10-05,Top 5 Sharpe,1.7082468637568402
2021-10-06,Top 5 Sharpe,1.710651536641942
2021-10-07,Top 5 Sharpe,1.7021169559942773
2021-10-08,Top 5 Sharpe,1.7388780307553855
2021-10-11,Top 5 Sharpe,1.8282336577091032
2021-10-12,Top 5 Sharpe,1.8309169397196228
2021-10-13,Top 5 Sharpe,1.8362260309546081
2021-10-14,Top 5 Sharpe,1.8354623263673209
2021-10-15,Top 5 Sharpe,1.8415366783920368
2021-10-18,Top 5 Sharpe,1.830387751519238
2021-10-19,Top 5 Sharpe,1.8084493304744185
2021-10-20,Top 5 Sharpe,1.7928215714211828
2021-10-21,Top 5 Sharpe,1.7725890863928
2021-10-22,Top 5 Sharpe,1.764719563038307
2021-10-25,Top 5 Sharpe,1.7333399372438567
2021-10-26,Top 5 Sharpe,1.7703892164571338
2021-10-27,Top 5 Sharpe,1.8076350680863982
2021-10-28,Top 5 Sharpe,1.8205729159931314
2021-10-29,Top 5 Sharpe,1.796283660046849
2021-11-01,Top 5 Sharpe,1.7921998148097789
2021-11-02,Top 5 Sharpe,1.82041619417096
2021-11-03,Top 5 Sharpe,1.9280529347027424
2021-11-04,Top 5 Sharpe,1.916381606588624
2021-11-05,Top 5 Sharpe,1.910331096421554
2021-11-08,Top 5 Sharpe,1.9158591645095435
2021-11-09,Top 5 Sharpe,1.93538162245992
2021-11-10,Top 5 Sharpe,1.9336557590584662
2021-11-11,Top 5 Sharpe,1.8930968266083652
2021-11-12,Top 5 Sharpe,1.9404224023881618
2021-11-15,Top 5 Sharpe,1.953162321781289
2021-11-16,Top 5 Sharpe,1.9434757418500896
2021-11-17,Top 5 Sharpe,1.9445541964604556
2021-11-18,Top 5 Sharpe,1.9162129253336828
2021-11-19,Top 5 Sharpe,1.9703963293994762
2021-11-22,Top 5 Sharpe,2.08969856980401
2021-11-23,Top 5 Sharpe,2.0764757759402643
2021-11-24,Top 5 Sharpe,2.2422137998926353
2021-11-25,Top 5 Sharpe,2.2329050817208174
2021-11-26,Top 5 Sharpe,2.1807366833191453
2021-11-29,Top 5 Sharpe,2.126494761873015
2021-11-30,Top 5 Sharpe,2.0449025252265116
2021-12-01,Top 5 Sharpe,2.113556494163631
2021-12-02,Top 5 Sharpe,2.078226944911293
2021-12-03,Top 5 Sharpe,2.010088390510918
2021-12-06,Top 5 Sharpe,1.8889741744683426
2021-12-07,Top 5 Sharpe,1.9540528331986402
2021-12-08,Top 5 Sharpe,1.9799356150467822
2021-12-09,Top 5 Sharpe,2.012402682842975
2021-12-10,Top 5 Sharpe,2.011243770573914
2021-12-13,Top 5 Sharpe,2.0144357386844094
2021-12-14,Top 5 Sharpe,2.018558489303216
2021-12-15,Top 5 Sharpe,2.043695872184363
2021-12-16,Top 5 Sharpe,2.0250321112734246
2021-12-17,Top 5 Sharpe,2.0127901655751503
2021-12-20,Top 5 Sharpe,2.0217634139009637
2021-12-21,Top 5 Sharpe,1.9885066073063862
2021-12-22,Top 5 Sharpe,1.9321806723145154
2021-12-23,Top 5 Sharpe,1.8651924955197412
2021-12-24,Top 5 Sharpe,1.9754033964309738
2021-12-27,Top 5 Sharpe,1.9707235291795482
2021-12-28,Top 5 Sharpe,2.00962307064966
2021-12-29,Top 5 Sharpe,2.0379327415466344
2021-12-30,Top 5 Sharpe,2.041685362601723
2021-12-31,Top 5 Sharpe,2.0970715144734133
2022-01-04,Top 5 Sharpe,2.119238325826392
2022-01-05,Top 5 Sharpe,2.0891133790059997
2022-01-06,Top 5 Sharpe,2.057513633054296
2022-01-07,Top 5 Sharpe,2.0655550534981
2022-01-10,Top 5 Sharpe,2.0056782870044194
2022-01-11,Top 5 Sharpe,1.965337242756278
2022-01-12,Top 5 Sharpe,2.068494820913522
2022-01-13,Top 5 Sharpe,2.091515922135023
2022-01-14,Top 5 Sharpe,2.065699681813595
2022-01-17,Top 5 Sharpe,1.9814751130515695
2022-01-18,Top 5 Sharpe,1.976851689521122
2022-01-19,Top 5 Sharpe,1.9644497437678976
2022-01-20,Top 5 Sharpe,1.9873365576631485
2022-01-21,Top 5 Sharpe,2.0464947418891337
2022-01-24,Top 5 Sharpe,2.0093760068717126
2022-01-25,Top 5 Sharpe,2.1141630545036953
2022-01-26,Top 5 Sharpe,2.1985285067034055
2022-01-27,Top 5 Sharpe,2.1879591841804786
2022-01-28,Top 5 Sharpe,2.2526809319605654
2022-02-07,Top 5 Sharpe,2.2521453502754314
2022-02-08,Top 5 Sharpe,2.27711958442206
2022-02-09,Top 5 Sharpe,2.2625430559773205
2022-02-10,Top 5 Sharpe,2.2852612235450787
2022-02-11,Top 5 Sharpe,2.3051822279770384
2022-02-14,Top 5 Sharpe,2.1495451395282084
2022-02-15,Top 5 Sharpe,2.187433312697687
2022-02-16,Top 5 Sharpe,2.1670866806720746
2022-02-17,Top 5 Sharpe,2.2159295049401027
2022-02-18,Top 5 Sharpe,2.1776495553569277
2022-02-21,Top 5 Sharpe,2.1866199520394707
2022-02-22,Top 5 Sharpe,2.2140426223590333
2022-02-23,Top 5 Sharpe,2.220182851951608
2022-02-24,Top 5 Sharpe,2.165882357783668
2022-02-25,Top 5 Sharpe,2.193732085162332
2022-02-28,Top 5 Sharpe,2.1786081320240025
2022-03-01,Top 5 Sharpe,2.156899560722186
