date,ticker,drawdown
2021-09-20,MWG,-0.015960099750623513
2021-09-21,MWG,-0.009642560266001743
2021-09-22,MWG,0.0
2021-09-23,MWG,0.0
2021-09-24,MWG,-0.011335012594458571
2021-09-27,MWG,-0.04549748110831242
2021-09-28,MWG,-0.04014483627204035
2021-09-29,MWG,-0.03180100755667514
2021-09-30,MWG,-0.03180100755667514
2021-10-01,MWG,-0.043923173803526505
2021-10-04,MWG,-0.043923173803526505
2021-10-05,MWG,-0.03935768261964723
2021-10-06,MWG,-0.02802267002518888
2021-10-07,MWG,-0.030226700251889116
2021-10-08,MWG,-0.024244332493702947
2021-10-11,MWG,-0.01889168765743099
2021-10-12,MWG,0.0
2021-10-13,MWG,0.0
2021-10-14,MWG,-0.002948936830668991
2021-10-15,MWG,-0.011174918516219101
2021-10-18,MWG,-0.023901909048579806
2021-10-19,MWG,-0.03135185472605939
2021-10-20,MWG,-0.03507682756479913
2021-10-21,MWG,-0.05152879093589957
2021-10-22,MWG,-0.047027782089088976
2021-10-25,MWG,-0.040974701226137
2021-10-26,MWG,-0.04392363805680588
2021-10-27,MWG,-0.014123855346888092
2021-10-28,MWG,-0.014123855346888092
2021-10-29,MWG,-0.018624864193698687
2021-11-01,MWG,-0.02902374670184693
2021-11-02,MWG,-0.03724972838739715
2021-11-03,MWG,-0.0380257643954679
2021-11-04,MWG,-0.029799782709917677
2021-11-05,MWG,-0.014123855346888092
2021-11-08,MWG,-0.017072792177557194
2021-11-09,MWG,-0.02902374670184693
2021-11-10,MWG,-0.01784882818562783
2021-11-11,MWG,0.0
2021-11-12,MWG,0.0
2021-11-15,MWG,0.0
2021-11-16,MWG,-0.01073345259391767
2021-11-17,MWG,-0.01073345259391767
2021-11-18,MWG,-0.0028324388789504606
2021-11-19,MWG,-0.0028324388789504606
2021-11-22,MWG,-0.00566487775790081
2021-11-23,MWG,0.0
2021-11-24,MWG,0.0
2021-11-25,MWG,0.0
2021-11-26,MWG,-0.024218973918028075
2021-11-29,MWG,-0.051734021209515535
2021-11-30,MWG,-0.042132416165090225
2021-12-01,MWG,-0.042132416165090225
2021-12-02,MWG,-0.05517340212095134
2021-12-03,MWG,-0.07939237603897953
2021-12-06,MWG,-0.09386643737460576
2021-12-07,MWG,-0.07939237603897953
2021-12-08,MWG,-0.07666953281742583
2021-12-09,MWG,-0.0759529951275435
2021-12-10,MWG,-0.07523645743766105
2021-12-13,MWG,-0.06964746345657769
2021-12-14,MWG,-0.06620808254514199
2021-12-15,MWG,-0.06276870163370585
2021-12-16,MWG,-0.0786758383490972
2021-12-17,MWG,-0.07251361421610791
2021-12-20,MWG,-0.08283175695041567
2021-12-21,MWG,-0.08283175695041567
2021-12-22,MWG,-0.07036400114646024
2021-12-23,MWG,-0.07867583834909697
2021-12-24,MWG,-0.07179707652622536
2021-12-27,MWG,-0.06964746345657769
2021-12-28,MWG,-0.0634852393235884
2021-12-29,MWG,-0.0730868443680136
2021-12-30,MWG,-0.07380338205789627
2021-12-31,MWG,-0.06276870163370585
2022-01-04,MWG,-0.04972771567784462
2022-01-05,MWG,-0.05460017196904554
2022-01-06,MWG,-0.051734021209515535
2022-01-07,MWG,-0.06563485239323574
2022-01-10,MWG,-0.08283175695041545
2022-01-11,MWG,-0.09114359415305229
2022-01-12,MWG,-0.062195471481799824
2022-01-13,MWG,-0.06563485239323552
2022-01-14,MWG,-0.07595299512754328
2022-01-17,MWG,-0.10346804241903096
2022-01-18,MWG,-0.1027515047291484
2022-01-19,MWG,-0.07939237603897942
2022-01-20,MWG,-0.07595299512754317
2022-01-21,MWG,-0.08139868157065022
2022-01-24,MWG,-0.10418458010891318
2022-01-25,MWG,-0.09658928059615868
2022-01-26,MWG,-0.09042705646316929
2022-01-27,MWG,-0.09314989968472265
2022-01-28,MWG,-0.08627113786185092
2022-02-07,MWG,-0.07666953281742539
2022-02-08,MWG,-0.06004585841215171
2022-02-09,MWG,-0.0551734021209509
2022-02-10,MWG,-0.06004585841215193
2022-02-11,MWG,-0.06692462023502377
2022-02-14,MWG,-0.08971051877328684
2022-02-15,MWG,-0.08068214388076744
2022-02-16,MWG,-0.08354829464029745
2022-02-17,MWG,-0.07251361421610714
2022-02-18,MWG,-0.07595299512754305
2022-02-21,MWG,-0.07666953281742561
2022-02-22,MWG,-0.05044425336772651
2022-02-23,MWG,-0.04972771567784395
2022-02-24,MWG,-0.05660647750071579
2022-02-25,MWG,-0.05101748351963242
2022-02-28,MWG,-0.06219547148179916
2022-03-01,MWG,-0.06219547148179916
2022-03-02,MWG,-0.07251361421610691
2022-03-03,MWG,-0.05875609057036313
2022-03-04,MWG,-0.06348523932358785
2022-03-07,MWG,-0.07451991974777794
2022-03-08,MWG,-0.07451991974777794
2022-03-09,MWG,-0.0772427629693313
2022-03-10,MWG,-0.07939237603897897
2022-03-11,MWG,-0.08283175695041489
2022-03-14,MWG,-0.09171682430495764
2022-03-15,MWG,-0.0938664373746052
2022-03-16,MWG,-0.0938664373746052
2022-03-17,MWG,-0.09802235597592357
2022-03-18,MWG,-0.0924333619948402
2022-03-21,MWG,-0.06964746345657713
2022-03-22,MWG,-0.0676411579249061
2022-03-23,MWG,-0.06907423330467122
2022-03-24,MWG,-0.07595299512754283
2022-03-25,MWG,-0.04213241616508945
2022-03-28,MWG,-0.006878761822870949
2022-03-29,MWG,0.0
2022-03-30,MWG,-0.014326241134751894
2022-03-31,MWG,-0.0048226950354610665
2022-04-01,MWG,0.0
2022-04-04,MWG,-0.006394032236579195
2022-04-05,MWG,-0.005195151192220582
2022-04-06,MWG,0.0
2022-04-07,MWG,-0.023946610834859938
2022-04-08,MWG,-0.05548285789060459
2022-04-12,MWG,-0.038471604292070194
2022-04-13,MWG,-0.01635697461397545
2022-04-14,MWG,0.0
2022-04-15,MWG,0.0
2022-04-18,MWG,0.0
2022-04-19,MWG,-0.026203139187962132
2022-04-20,MWG,-0.026203139187962132
